Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
Invesco India Liquid Fund - GrowthLiquid Fund,4,5120.15,0.06%,0.25%,0.76%,1.52%,0.37%,3.24%,4.48%,5.48%,6.06%,7.56%,0.10%,0.25%,0.27%,0.23%,0.24%,0.24%,0.23%,0.24%,0.25%,0.26%,0.25%,0.25%,0.34%,0.72%,0.74%,0.73%,0.89%,1.20%,1.22%,1.42%,1.46%,1.52%,1.60%,1.55%,1.14%,3.68%,6.35%,7.39%,6.53%,7.52%,8.23%,9.07%,9.27%,-,-,-,17/39,16/38,25/38,22/38,17/38,31/38,32/38,29/35,29/32,25/29,,,,,,-,-,-,92.82%,19,-,7.18%,-,1153.6126,0.01%,13-May-21,1153.6126,13-May-21,1120.4484,17-May-20,1.57%,3.88%,7.09%,14.51%,40.16%
L&T Liquid Fund - Regular Plan - GrowthLiquid Fund,5,7007.9,0.06%,0.25%,0.77%,1.52%,0.37%,3.26%,4.57%,5.54%,6.10%,7.55%,0.10%,0.25%,0.28%,0.24%,0.22%,0.24%,0.23%,0.25%,0.24%,0.26%,0.24%,0.30%,0.35%,0.74%,0.76%,0.75%,0.92%,1.23%,1.24%,1.47%,1.48%,1.54%,1.63%,1.59%,1.13%,4.08%,6.38%,7.41%,6.66%,7.62%,8.27%,9.00%,9.23%,8.41%,7.50%,4.56%,19/44,24/43,28/43,31/43,27/43,31/42,31/38,35/35,33/33,0/0,,,,,,-,-,-,51.82%,3,-,48.18%,-,1083.833,0.01%,13-May-21,1083.833,13-May-21,1052.8332,17-May-20,1.69%,4.01%,7.20%,14.64%,41.09%
Axis Liquid Fund - GrowthLiquid Fund,3,25040.05,0.06%,0.25%,0.78%,1.53%,0.37%,3.29%,4.65%,5.61%,6.15%,7.58%,0.10%,0.25%,0.28%,0.25%,0.23%,0.25%,0.23%,0.25%,0.25%,0.27%,0.24%,0.30%,0.35%,0.76%,0.77%,0.80%,1.19%,1.40%,1.33%,1.51%,1.74%,1.77%,1.87%,1.77%,1.16%,4.17%,6.44%,7.51%,6.75%,7.73%,8.38%,9.12%,9.33%,-,-,-,14/39,9/38,19/38,28/38,7/38,32/38,33/38,30/35,28/32,9/29,,,,,,-,-,-,95.35%,22,-,4.65%,-,1116.0117,0.01%,13-May-21,1116.0117,13-May-21,1083.3682,17-May-20,1.56%,3.81%,6.90%,14.21%,40.39%
Kotak Liquid - Regular Plan - GrowthLiquid Fund,3,33474.33,0.06%,0.25%,0.77%,1.51%,0.37%,3.26%,4.52%,5.48%,6.05%,7.53%,0.10%,0.26%,0.28%,0.25%,0.25%,0.25%,0.23%,0.26%,0.26%,0.28%,0.27%,0.33%,0.36%,0.79%,0.80%,0.83%,1.22%,1.42%,1.35%,1.53%,1.76%,1.79%,1.89%,1.79%,1.20%,4.40%,6.61%,7.45%,6.74%,7.71%,8.41%,9.02%,9.18%,-,-,-,30/39,30/38,32/38,33/38,33/38,33/38,34/38,33/35,0/0,0/0,,,,,,-,-,-,76.85%,12,-,23.15%,-,1001.7647,0.01%,13-May-21,1001.7647,13-May-21,1000.312,25-Apr-21,1.56%,3.63%,6.66%,13.90%,39.78%
Quantum Liquid Fund - GrowthLiquid Fund,5,575.31,0.06%,0.24%,0.73%,1.45%,0.35%,3.00%,4.10%,4.96%,-,-,0.10%,0.25%,0.27%,0.24%,0.24%,0.24%,0.22%,0.25%,0.25%,0.27%,0.26%,0.32%,0.35%,0.74%,0.76%,0.75%,0.86%,1.22%,1.24%,1.42%,1.57%,1.65%,1.69%,1.60%,1.13%,4.25%,6.45%,7.30%,6.59%,7.56%,8.33%,8.99%,9.10%,9.27%,8.38%,5.36%,27/44,29/43,31/43,33/43,30/43,34/42,32/38,30/35,29/33,0/0,,,,,,-,-,-,82.08%,103,-,17.92%,-,1001.7647,0.01%,13-May-21,1001.7647,13-May-21,1000.312,25-Apr-21,1.54%,3.66%,5.34%,8.91%,30.56%
ICICI Prudential Liquid Fund - GrowthLiquid Fund,2,40714.37,0.06%,0.25%,0.77%,1.51%,0.36%,3.31%,4.63%,5.57%,6.11%,7.57%,0.11%,0.26%,0.28%,0.24%,0.25%,0.26%,0.23%,0.25%,0.27%,0.28%,0.25%,0.30%,0.34%,0.71%,0.73%,0.72%,0.84%,1.19%,1.22%,1.40%,1.56%,1.64%,1.67%,1.59%,1.17%,4.16%,6.54%,7.33%,6.59%,7.20%,7.75%,8.65%,8.14%,7.94%,6.92%,4.25%,26/39,33/38,33/38,34/38,32/38,34/38,35/38,31/35,0/0,0/0,,,,,,-,-,-,72.61%,24,-,27.39%,-,1113.9596,0.01%,13-May-21,1113.9596,13-May-21,1082.2306,17-May-20,1.54%,3.62%,6.68%,14.12%,-
Aditya Birla Sun Life Liquid Fund - Regular Plan - GrowthLiquid Fund,1,30938.19,0.06%,0.25%,0.78%,1.51%,0.37%,3.35%,4.69%,5.62%,6.15%,7.62%,0.11%,0.27%,0.29%,0.25%,0.25%,0.27%,0.24%,0.26%,0.27%,0.29%,0.25%,0.30%,0.35%,0.75%,0.76%,0.80%,1.23%,1.36%,1.34%,1.53%,1.79%,1.79%,1.90%,1.79%,1.21%,4.27%,6.60%,7.43%,6.67%,7.33%,8.18%,8.92%,8.21%,-,-,-,36/39,34/38,34/38,35/38,35/38,35/38,30/38,0/0,0/0,0/0,,,,,,-,-,-,70.87%,15,-,29.13%,-,1081.3841,0.01%,13-May-21,1081.3841,13-May-21,1051.6002,17-May-20,1.66%,3.77%,6.64%,-,-
YES Liquid Fund - Direct Plan - GrowthLiquid Fund,-,65.58,0.06%,0.25%,0.75%,1.48%,0.36%,3.05%,4.39%,-,-,-,0.10%,0.25%,0.27%,0.25%,0.23%,0.24%,0.23%,0.25%,0.26%,0.27%,0.25%,0.31%,0.36%,0.79%,0.79%,0.82%,1.25%,1.38%,1.36%,1.55%,1.80%,1.81%,1.92%,1.81%,1.14%,4.15%,6.59%,7.42%,6.65%,7.64%,8.25%,9.05%,9.08%,9.57%,8.89%,5.39%,33/44,27/43,32/43,36/43,33/43,35/42,33/38,32/35,0/0,0/0,,,,,,-,-,-,79.17%,33,-,20.83%,-,1001.6782,0.01%,13-May-21,1001.6782,13-May-21,1000.2996,25-Apr-21,1.54%,3.60%,6.50%,13.16%,37.12%
Indiabulls Liquid Fund - Direct Plan - Growth - Unclaimed Dividend > 3 YrsLiquid Fund,-,115.08,0.06%,0.23%,0.72%,1.63%,0.35%,3.23%,-,-,-,-,0.10%,0.26%,0.28%,0.25%,0.23%,0.25%,0.23%,0.26%,0.26%,0.28%,0.25%,0.32%,0.35%,0.76%,0.77%,0.79%,1.13%,1.38%,1.31%,1.49%,1.69%,1.78%,1.83%,1.78%,1.17%,4.26%,6.66%,7.48%,6.69%,7.68%,8.31%,9.11%,9.19%,-,-,-,22/44,32/43,33/43,37/43,32/43,36/42,35/38,31/35,31/33,1/1,,,,,,-,-,-,77.82%,15,-,22.18%,-,1001.6782,0.01%,13-May-21,1001.6782,13-May-21,1000.2996,25-Apr-21,1.54%,3.82%,6.98%,14.29%,40.49%
ITI Liquid Fund - Regular Plan - GrowthLiquid Fund,-,40.06,0.06%,0.24%,0.70%,1.41%,0.35%,2.87%,3.80%,-,-,-,0.10%,0.25%,0.27%,0.24%,0.23%,0.24%,0.23%,0.25%,0.26%,0.27%,0.25%,0.30%,0.36%,0.78%,0.79%,0.81%,1.15%,1.40%,1.33%,1.51%,1.71%,1.80%,1.85%,1.81%,1.11%,4.25%,6.59%,7.43%,6.69%,7.62%,8.33%,9.07%,9.17%,9.63%,8.97%,5.58%,31/39,35/38,35/38,36/38,34/38,36/38,38/38,0/0,0/0,0/0,,,,,,-,-,-,88.47%,5,-,11.53%,-,332.7792,0.01%,13-May-21,332.7792,13-May-21,321.8074,17-May-20,1.52%,3.56%,6.57%,13.88%,40.43%
SBI Liquid Fund - Regular Plan - GrowthLiquid Fund,2,49743.0,0.06%,0.25%,0.78%,1.52%,0.37%,3.29%,4.56%,5.50%,6.03%,7.51%,0.10%,0.25%,0.28%,0.25%,0.24%,0.24%,0.24%,0.26%,0.26%,0.28%,0.25%,0.30%,0.36%,0.78%,0.78%,0.80%,1.10%,1.37%,1.33%,1.51%,1.73%,1.80%,1.88%,1.80%,1.16%,4.31%,6.66%,7.49%,6.77%,7.70%,8.39%,9.14%,9.25%,-,-,-,38/39,36/38,38/38,38/38,36/38,37/38,36/38,32/35,30/32,0/0,,,,,,-,-,-,92.62%,17,-,7.38%,-,330.5023,0.01%,13-May-21,330.5023,13-May-21,319.944,17-May-20,1.51%,3.65%,-,-,-
Parag Parikh Liquid Fund - GrowthLiquid Fund,4,1254.85,0.06%,0.25%,0.74%,1.45%,0.35%,3.00%,4.12%,4.85%,-,-,0.10%,0.24%,0.25%,0.24%,0.21%,0.23%,0.22%,0.23%,0.23%,0.26%,0.22%,0.24%,0.37%,0.80%,0.80%,0.83%,1.13%,1.39%,1.35%,1.53%,1.75%,1.81%,1.90%,1.82%,1.07%,3.61%,5.79%,4.07%,-,-,-,-,-,-,-,-,20/44,14/43,25/43,34/43,13/43,37/42,34/38,29/35,27/33,0/0,,,,,,-,-,-,92.62%,17,-,7.38%,-,305.8638,0.01%,13-May-21,305.8638,13-May-21,295.8582,17-May-20,1.49%,3.38%,-,-,-
Edelweiss Liquid Fund - Regular Plan - GrowthLiquid Fund,4,1137.6,0.06%,0.26%,0.77%,1.54%,0.38%,3.19%,4.57%,5.54%,5.98%,7.45%,0.11%,0.25%,0.26%,0.25%,0.22%,0.24%,0.23%,0.24%,0.24%,0.27%,0.23%,0.25%,0.35%,0.74%,0.76%,0.79%,1.18%,1.45%,1.32%,1.49%,1.76%,1.75%,1.89%,1.78%,1.11%,3.71%,5.90%,4.15%,-,-,-,-,-,-,-,-,37/44,35/43,34/43,38/43,35/43,38/42,30/38,0/0,0/0,0/0,,,,,,-,-,-,67.60%,20,-,32.40%,-,304.1213,0.01%,13-May-21,304.1213,13-May-21,294.5221,17-May-20,1.49%,3.50%,6.36%,-,-
Tata Liquid Fund -Regular Plan - GrowthLiquid Fund,2,15808.44,0.06%,0.25%,0.77%,1.50%,0.37%,3.26%,4.64%,5.59%,6.13%,7.60%,0.10%,0.25%,0.29%,0.24%,0.24%,0.25%,0.23%,0.25%,0.26%,0.27%,0.25%,0.29%,0.36%,0.77%,0.79%,0.82%,1.21%,1.48%,1.36%,1.50%,1.79%,1.77%,1.90%,1.80%,1.16%,4.14%,6.58%,7.37%,6.60%,7.57%,8.30%,9.06%,9.24%,9.65%,8.99%,5.48%,39/39,37/38,37/38,37/38,38/38,38/38,37/38,0/0,0/0,0/0,,,,,,-,-,-,71.33%,15,-,28.67%,-,269.099,0.01%,13-May-21,269.099,13-May-21,260.1639,17-May-20,1.49%,3.53%,6.31%,-,-
Indiabulls Liquid Fund - Direct Plan - GrowthLiquid Fund,1,115.08,0.06%,0.23%,0.72%,1.63%,0.35%,3.24%,4.56%,5.54%,6.17%,-,0.11%,0.25%,0.29%,0.25%,0.25%,0.25%,0.24%,0.26%,0.27%,0.28%,0.26%,0.29%,0.35%,0.75%,0.76%,0.78%,1.17%,1.51%,1.43%,1.60%,1.76%,1.83%,1.93%,1.81%,1.18%,4.22%,6.61%,7.46%,6.70%,7.67%,8.38%,9.13%,9.29%,-,-,-,41/44,36/43,35/43,40/43,36/43,39/42,37/38,0/0,0/0,0/0,,,,,,-,-,-,84.74%,72,-,15.26%,-,267.2501,0.01%,13-May-21,267.2501,13-May-21,258.7562,17-May-20,1.48%,3.45%,-,-,-
HDFC Liquid Fund - GrowthLiquid Fund,3,59574.25,0.06%,0.25%,0.75%,1.47%,0.36%,3.17%,4.51%,5.45%,5.99%,7.49%,0.10%,0.25%,0.27%,0.24%,0.23%,0.25%,0.24%,0.25%,0.25%,0.27%,0.25%,0.32%,0.36%,0.77%,0.78%,0.80%,1.19%,1.53%,1.44%,1.58%,1.77%,1.85%,1.95%,1.82%,1.14%,4.18%,6.55%,7.46%,6.74%,7.67%,8.40%,9.11%,9.20%,-,-,-,29/44,34/43,36/43,39/43,34/43,40/42,38/38,0/0,0/0,0/0,,,,,,-,-,-,83.49%,31,-,16.51%,-,56.4599,0.01%,13-May-21,56.4599,13-May-21,54.6727,17-May-20,1.58%,3.70%,-,-,-
Nippon India Liquid Fund - GrowthLiquid Fund,2,22828.39,0.06%,0.25%,0.77%,1.50%,0.36%,3.28%,4.66%,5.62%,6.15%,7.59%,0.10%,0.25%,0.27%,0.24%,0.23%,0.24%,0.23%,0.24%,0.25%,0.27%,0.25%,0.31%,0.36%,0.77%,0.77%,0.80%,1.17%,1.46%,1.29%,1.48%,1.71%,1.68%,1.74%,-1.68%,1.12%,4.17%,6.45%,7.40%,6.67%,7.60%,8.32%,9.06%,9.17%,9.61%,8.94%,5.22%,42/44,41/43,41/43,41/43,37/43,41/42,36/38,33/35,30/33,0/0,,,,,,-,-,-,86.96%,30,-,13.04%,-,56.0864,0.01%,13-May-21,56.0864,13-May-21,54.3541,17-May-20,1.44%,3.26%,-,-,-
YES Liquid Fund - Regular Plan - GrowthLiquid Fund,-,65.58,0.06%,0.24%,0.73%,1.44%,0.35%,2.97%,4.31%,-,-,-,0.10%,0.26%,0.28%,0.24%,0.24%,0.24%,0.23%,0.25%,0.26%,0.27%,0.24%,0.25%,0.37%,0.79%,0.79%,0.82%,1.19%,1.49%,1.32%,1.51%,1.73%,1.71%,1.77%,-1.65%,1.17%,4.10%,6.57%,7.46%,6.65%,7.74%,8.34%,9.11%,9.20%,9.66%,8.95%,5.49%,43/44,42/43,42/43,42/43,42/43,42/42,26/38,27/35,16/33,0/0,,,,,,-,-,-,51.82%,3,-,48.18%,-,33.0985,0.01%,13-May-21,33.0985,13-May-21,31.5906,17-May-20,1.42%,3.40%,6.23%,13.02%,-
Indiabulls Liquid Fund - Direct Plan - Growth - Unclaimed Redemption> 3YrsLiquid Fund,-,115.08,0.06%,0.24%,0.72%,1.62%,0.35%,3.22%,-,-,-,-,0.11%,0.27%,0.29%,0.25%,0.24%,0.25%,0.23%,0.25%,0.26%,0.28%,0.24%,0.26%,0.36%,0.76%,0.77%,0.80%,1.15%,1.35%,1.32%,1.51%,1.75%,1.80%,1.88%,1.80%,1.20%,4.21%,6.67%,7.57%,6.76%,7.86%,8.45%,9.21%,9.27%,-,-,-,43/44,42/43,42/43,42/43,42/43,42/42,26/38,27/35,16/33,0/0,,,,,,-,-,-,92.82%,19,-,7.18%,-,43.5615,0.01%,13-May-21,43.5615,13-May-21,42.1499,17-May-20,1.41%,-,-,-,-
Motilal Oswal Liquid Fund - Direct Plan - GrowthLiquid Fund,5,758.29,0.06%,0.24%,0.73%,1.45%,0.35%,2.99%,3.97%,-,-,-,0.11%,0.27%,0.26%,0.24%,0.24%,0.24%,0.19%,0.23%,0.24%,0.25%,0.25%,0.25%,0.37%,0.78%,0.79%,0.82%,1.18%,1.38%,1.33%,1.53%,1.77%,1.82%,1.89%,1.81%,1.14%,3.70%,6.28%,7.51%,6.86%,7.87%,8.43%,9.29%,9.52%,-,-,-,43/44,42/43,42/43,42/43,42/43,42/42,26/38,27/35,16/33,0/0,,,,,,-,-,-,55.87%,6,-,44.13%,-,43.2787,0.01%,13-May-21,43.2787,13-May-21,41.9141,17-May-20,1.41%,3.29%,-,-,-
Indiabulls Liquid Fund - Existing Plan - GrowthLiquid Fund,1,115.08,0.06%,0.23%,0.70%,1.58%,0.33%,3.14%,4.46%,5.43%,6.07%,-,0.11%,0.26%,0.26%,0.23%,0.24%,0.24%,0.19%,0.23%,0.24%,0.25%,0.25%,0.25%,0.34%,0.72%,0.73%,0.69%,0.88%,1.23%,1.34%,1.58%,1.76%,-,-,-,1.12%,3.65%,6.18%,7.39%,6.74%,7.76%,8.33%,9.22%,9.47%,9.82%,9.18%,4.72%,43/44,42/43,42/43,42/43,42/43,42/42,26/38,27/35,16/33,0/0,,,,,,-,-,-,44.40%,10,-,55.60%,-,32.6076,0.01%,13-May-21,32.6076,13-May-21,31.2295,17-May-20,1.40%,3.34%,6.15%,12.87%,-
IIFL Liquid Fund - Direct Plan - GrowthLiquid Fund,1,120.37,0.06%,0.23%,0.70%,1.38%,0.35%,2.91%,4.01%,4.96%,5.59%,-,0.14%,0.37%,0.36%,0.29%,0.31%,0.35%,0.31%,0.34%,0.43%,0.38%,0.34%,0.34%,0.35%,0.74%,0.75%,0.71%,-,-,-,-,-,-,-,-,1.52%,4.92%,7.06%,7.15%,6.60%,8.04%,8.80%,9.53%,9.63%,10.45%,10.26%,6.19%,43/44,42/43,42/43,42/43,42/43,42/42,26/38,27/35,16/33,0/0,,,,,,-,-,-,63.07%,8,-,36.93%,-,27.8851,0.01%,13-May-21,27.8851,13-May-21,27.0573,17-May-20,,,,,
IIFL Liquid Fund - Regular Plan - GrowthLiquid Fund,1,120.37,0.05%,0.23%,0.68%,1.36%,0.34%,2.86%,3.96%,4.90%,5.53%,-,0.16%,0.40%,0.39%,0.32%,0.34%,0.38%,0.33%,0.36%,0.45%,0.41%,0.37%,0.37%,,,,,,,,,,,,,1.64%,5.29%,7.33%,7.42%,6.60%,8.04%,8.83%,9.78%,9.75%,-,-,-,,,,,,,,,,,,,,,,-,-,-,91.80%,20,-,8.20%,-,27.8051,0.01%,13-May-21,27.8051,13-May-21,27.0063,17-May-20,,,,,
Motilal Oswal Liquid Fund - GrowthLiquid Fund,5,758.29,0.05%,0.23%,0.69%,1.37%,0.33%,2.83%,3.82%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,-,-,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,-,-,-,77.82%,15,-,22.18%,-,11.0343,0.01%,13-May-21,11.0343,13-May-21,10.7346,17-May-20,,,,,
Indiabulls Liquid Fund - Direct Plan - Growth - Unclaimed Dividend < 3 YrsLiquid Fund,-,115.08,0.05%,0.22%,0.70%,1.38%,0.32%,2.80%,-,-,-,-,0.10%,0.25%,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,91.80%,20,-,8.20%,-,11.0741,0.01%,13-May-21,11.0741,13-May-21,10.7573,17-May-20,,,,,
JM Liquid Fund - Withheld Brokerage I.E.F. (Direct) - GrowthLiquid Fund,-,1280.11,-,-,-,-,-,-,-,-,-,-,0.11%,0.26%,-,-,-,-,-,-,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,-,-,68.54%,1,-,31.46%,-,41.4437,-,13-May-21,41.4437,30-Jun-20,41.4437,30-Jun-20,,,,,
