Scheme Name,Crisil Rank,AuM (Cr),1W_RTN(%),1M_RTN(%),3M_RTN(%),6M_RTN(%),YTD_RTN(%),1Y_RTN(%),2Y_RTN(%),3Y_RTN(%),5Y_RTN(%),10Y_RTN(%),MTD,Apr'21,Mar'21,Feb'21,Jan'21,Dec'20,Nov'20,Oct'20,Sep'20,Aug'20,Jul'20,Jun'20,QTD,Q1'21,Q4'20,Q3'20,Q2'20,Q1'20,Q4'19,Q3'19,Q2'19,Q1'19,Q4'18,Q3'18,YTD,2020_RTN(%),2019_RTN(%),2018_RTN(%),2017_RTN(%),2016_RTN(%),2015_RTN(%),2014_RTN(%),2013_RTN(%),2012_RTN(%),2011_RTN(%),2010_RTN(%),1W_Rank,1M_Rank,3M_Rank,6M_Rank,YTD_Rank,1Y_Rank,2Y_Rank,3Y_Rank,5Y_Rank,10Y_Rank,Standard Deviation,Beta,Sharpe Ratio,Jension's Alpha,Treynor's Ratio,Turnover ratio(%),% Equity Holding,No of stocks in portfolio,% Debt Holding,No of instruments in portfolio,% MF Holding,% Cash Holding,% Other Holding,NAV,1D Change(%),NAV Date,52W High,52WH as on,52W Low,52WL as on,1Y_SIP_RTN(%),2Y_SIP_RTN(%),3Y_SIP_RTN(%),5Y_SIP_RTN(%),10Y_SIP_RTN(%)
Aditya Birla Sun Life Money Manager Fund - Direct Plan - GrowthMoney Market Fund,1,14499.15,0.06%,0.38%,1.11%,1.96%,0.50%,5.34%,6.64%,7.25%,7.19%,-,0.08%,0.32%,0.35%,0.26%,0.18%,0.24%,0.30%,0.37%,0.27%,0.35%,0.43%,0.57%,0.54%,0.91%,0.93%,1.06%,2.55%,1.15%,1.55%,2.27%,1.84%,2.16%,2.12%,1.84%,1.47%,5.85%,8.12%,7.47%,5.99%,6.98%,7.63%,8.45%,10.28%,-,-,-,5/18,8/18,6/18,4/18,7/18,6/18,0/0,0/0,0/0,0/0,,,,,,-,-,-,94.71%,26,-,5.29%,-,1112.025,0.01%,12-May-21,1112.025,12-May-21,1061.2558,18-May-20,2.27%,5.75%,9.87%,18.45%,-
Franklin India Savings Fund - Direct - GrowthMoney Market Fund,2,1173.69,0.06%,0.38%,1.03%,1.82%,0.49%,4.84%,6.44%,7.13%,7.28%,-,0.10%,0.36%,0.39%,0.28%,0.21%,0.29%,0.34%,0.42%,0.32%,0.40%,0.48%,0.61%,0.52%,0.85%,0.87%,1.02%,2.49%,1.09%,1.49%,2.21%,1.78%,2.10%,2.06%,1.77%,1.39%,5.63%,7.81%,7.20%,5.73%,6.72%,7.36%,8.18%,10.02%,7.50%,7.26%,3.98%,4/18,10/18,7/18,4/18,7/18,6/18,0/0,0/0,0/0,0/0,,,,,,-,-,-,95.67%,54,-,4.33%,-,3688.9386,0%,12-May-21,3688.9386,12-May-21,3507.3125,18-May-20,2.26%,5.84%,10.00%,18.36%,46.13%
Axis Money Market Fund - GrowthMoney Market Fund,3,3155.05,0.06%,0.35%,1.02%,1.87%,0.46%,4.88%,-,-,-,-,0.10%,0.32%,0.39%,0.29%,0.21%,0.27%,0.34%,0.39%,0.30%,0.35%,0.43%,0.51%,0.48%,0.94%,1.02%,1.25%,2.61%,1.58%,1.60%,2.27%,1.89%,2.18%,2.07%,1.80%,1.44%,6.66%,8.27%,7.60%,6.63%,7.67%,8.39%,9.10%,9.25%,-,-,-,4/18,12/18,12/18,9/18,12/18,7/18,11/15,7/14,8/14,0/0,,,,,,-,-,-,95.48%,72,-,4.52%,-,1094.5581,0.01%,12-May-21,1094.5581,12-May-21,1061.4799,18-May-20,2.11%,5.39%,9.45%,17.57%,-
ICICI Prudential Money Market Fund - Direct Plan - GrowthMoney Market Fund,2,13632.8,0.06%,0.36%,1.05%,1.87%,0.47%,5.07%,6.35%,6.95%,6.98%,-,0.10%,0.33%,0.40%,0.30%,0.22%,0.28%,0.34%,0.39%,0.30%,0.36%,0.44%,0.52%,0.37%,0.65%,0.75%,0.59%,1.95%,2.80%,1.29%,2.57%,3.65%,4.39%,4.55%,1.15%,1.03%,6.25%,12.65%,6.12%,2.76%,9.39%,6.81%,12.52%,3.85%,8.25%,5.79%,5.35%,2/18,8/18,6/18,3/18,10/18,7/18,7/15,5/14,5/14,5/14,,,,,,-,-,-,95.67%,52,-,4.33%,-,1109.1368,0.01%,12-May-21,1109.1368,12-May-21,1060.0844,18-May-20,2.08%,5.34%,9.36%,17.80%,45.81%
HDFC Money Market Fund - GrowthMoney Market Fund,2,14231.64,0.06%,0.37%,1.07%,1.86%,0.48%,5.11%,6.50%,6.96%,6.86%,7.92%,0.10%,0.40%,0.47%,0.27%,0.18%,0.26%,0.34%,0.36%,0.26%,0.29%,0.39%,0.52%,0.46%,0.84%,0.94%,0.78%,2.14%,2.99%,1.48%,2.80%,3.88%,4.60%,4.70%,1.23%,1.32%,7.05%,13.61%,6.51%,3.59%,10.35%,7.88%,13.73%,4.28%,-,-,-,16/18,2/18,2/18,2/18,3/18,8/18,13/15,12/14,10/14,0/0,,,,,,-,-,-,97.53%,83,-,2.47%,-,1088.1982,0.01%,12-May-21,1088.1982,12-May-21,1058.7483,18-May-20,2.23%,5.54%,9.64%,18.17%,46.25%
Aditya Birla Sun Life Money Manager Fund - GrowthMoney Market Fund,3,14499.15,0.06%,0.37%,1.09%,1.90%,0.49%,5.22%,6.51%,7.11%,7.07%,8.09%,0.09%,0.38%,0.45%,0.24%,0.16%,0.23%,0.31%,0.33%,0.23%,0.26%,0.36%,0.50%,0.41%,0.88%,1.04%,1.05%,1.92%,1.46%,1.60%,2.02%,1.85%,2.17%,2.15%,1.78%,1.31%,5.63%,7.97%,7.67%,6.66%,7.67%,8.42%,9.08%,9.27%,9.73%,9.06%,5.15%,11/18,1/18,2/18,8/18,1/18,8/18,10/15,9/14,12/14,12/14,,,,,,-,-,-,94.57%,50,-,5.43%,-,3658.204,0%,12-May-21,3658.204,12-May-21,3484.8433,18-May-20,2.08%,-,-,-,-
DSP Savings Fund - Direct Plan - GrowthMoney Market Fund,3,2410.96,0.06%,0.44%,1.16%,1.92%,0.56%,4.93%,6.27%,6.90%,6.66%,-,0.10%,0.36%,0.40%,0.30%,0.17%,0.27%,0.34%,0.42%,0.31%,0.38%,0.53%,0.58%,0.42%,0.90%,1.06%,1.07%,1.95%,1.48%,1.63%,2.03%,1.87%,2.18%,2.16%,1.80%,1.35%,5.73%,8.04%,7.73%,6.71%,7.72%,8.47%,9.13%,9.32%,-,-,-,11/18,1/18,3/18,8/18,1/18,9/18,10/15,10/14,13/14,0/0,,,,,,-,-,-,97.39%,42,-,2.58%,-,288.5433,0.01%,12-May-21,288.5433,12-May-21,274.7082,18-May-20,2.21%,5.61%,9.66%,18.08%,46.10%
Baroda Money Market Fund - Direct Plan - GrowthMoney Market Fund,-,9.31,0.06%,0.25%,0.73%,1.45%,0.34%,3.19%,-,-,-,-,0.11%,0.37%,0.41%,0.30%,0.18%,0.28%,0.35%,0.43%,0.32%,0.39%,0.54%,0.59%,0.46%,0.90%,0.89%,0.88%,2.43%,1.37%,1.46%,1.55%,1.74%,1.91%,1.95%,1.81%,1.38%,5.73%,6.89%,7.52%,6.64%,7.73%,8.77%,9.42%,9.56%,10.28%,9.77%,5.28%,9/18,6/18,11/18,11/18,6/18,9/18,5/15,3/14,1/14,4/14,,,,,,-,-,-,-,-,-,100.00%,-,286.2921,0.01%,12-May-21,286.2921,12-May-21,272.8754,18-May-20,2.18%,5.37%,9.42%,17.89%,-
PGIM India Money Market Fund - GrowthMoney Market Fund,-,98.85,0.06%,0.25%,0.74%,1.34%,0.33%,3.49%,-,-,-,-,0.10%,0.40%,0.44%,0.27%,0.22%,0.26%,0.33%,0.41%,0.33%,0.37%,0.48%,0.58%,0.50%,0.98%,0.98%,0.97%,2.51%,1.44%,1.52%,1.61%,1.80%,1.97%,2.01%,1.87%,1.51%,6.08%,7.16%,7.79%,6.91%,8.00%,9.04%,9.69%,9.82%,-,-,-,9/18,6/18,13/18,12/18,6/18,10/18,7/15,4/14,4/14,0/0,,,,,,-,-,-,91.88%,55,-,8.12%,-,296.6044,0%,12-May-21,296.6044,12-May-21,283.067,18-May-20,2.03%,5.43%,9.70%,18.53%,-
ICICI Prudential Money Market Fund - GrowthMoney Market Fund,3,13632.8,0.06%,0.35%,1.02%,1.81%,0.46%,4.94%,6.22%,6.82%,6.87%,7.95%,0.11%,0.41%,0.46%,0.28%,0.23%,0.28%,0.35%,0.43%,0.34%,0.39%,0.49%,0.60%,0.31%,0.65%,0.81%,0.76%,1.71%,-,-,-,-,-,-,-,0.97%,3.63%,-,-,-,-,-,-,-,-,-,-,15/18,3/18,4/18,9/18,5/18,10/18,14/15,12/14,11/14,3/14,,,,,,-,-,-,80.47%,15,-,19.53%,-,294.3471,0%,12-May-21,294.3471,12-May-21,281.2442,18-May-20,2.00%,5.16%,9.07%,16.85%,41.87%
